OBJECTID,Station_Name,Street_Address,City,State,ZIP,Station_Phone,Groups_With_Access_Code,Access_Days_Time,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,Charging_Outlets,EV_Network,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Open_Date,EV_Connector_Types,Facility_Type,EV_Pricing
216,Echoview Fiber Mill,76 Jupiter Rd,Weaverville,NC,28787,828-348-4864,Public,8am-5pm M-F,,5,,5,Non-Networked,200-9,35.759451,-82.54994,2019-10-04 0:00:00,62280,2012-04-01 0:00:00,J1772,OTHER,Free
217,North Carolina Museum of Life and Science,433 W Murray Ave,Durham,NC,27704,919-220-5429,Public - Call ahead,24 hours daily,,2,,2,Non-Networked,200-9,36.030987,-78.898207,2019-10-04 0:00:00,62316,2013-06-30 0:00:00,J1772,MUSEUM,Free
218,HILTON HEAD BMW,1230 Fording Island Rd,Bluffton,SC,29910,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,32.2482895,-80.8356783,2020-06-17 0:00:00,62352,,J1772,,Free
219,Sharpe Shoppe Exxon,230 Blythewood Rd,Blythewood,SC,29016,803-754-7576,Public,24 hours daily,,,1,1,Non-Networked,200-9,34.214494,-80.979892,2019-07-09 0:00:00,62825,2014-07-31 0:00:00,CHADEMO,GAS_STATION,Free
220,Comfort Inn - Blythewood,436 McNulty St,Blythewood,SC,29016,803-754-1441,Public - Call ahead,24 hours daily; for guest use only,,2,,2,Non-Networked,200-9,34.215009,-80.98145,2020-06-09 0:00:00,62826,2017-11-15 0:00:00,J1772,HOTEL,Free
221,Holiday Inn Express & Suites - Blythewood,120 Creech Rd,Blythewood,SC,29016,803-333-0315,Public,24 hours daily,,2,,2,Non-Networked,200-9,34.212375,-80.981719,2020-06-09 0:00:00,62827,2014-07-31 0:00:00,J1772,HOTEL,Free
222,Ben Mynatt Chevrolet Cadillac,281 Concord Pkwy S,Concord,NC,28027,704-786-2151,Public - Call ahead,Dealership business hours,,2,,2,Non-Networked,200-9,35.395326,-80.610927,2019-02-06 0:00:00,62828,2014-08-11 0:00:00,J1772,CAR_DEALER,Free
223,Quaker Meeting House,120 Pisgah Church Rd,Columbia,SC,29202,803-361-0761,Public,24 hours daily,,1,,1,Non-Networked,200-9,34.095307,-80.971258,2019-12-12 0:00:00,63182,2014-09-07 0:00:00,J1772,PARKING_LOT,Free
224,BSMG,305 Jackson St,Durham,NC,27701,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,35.994403,-78.904802,2020-06-17 0:00:00,63239,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $3.5 per additional hour"
225,BSMG,250 South Mangum Street,Durham,NC,27701,888-758-4389,Public,24 hours daily,,6,,6,ChargePoint Network,200-9,35.992739,-78.902515,2020-06-17 0:00:00,63298,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $3.5 per additional hour"
226,BSMG,705 Willard Street,Durham,NC,27701,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9917846,-78.9062516,2020-06-17 0:00:00,63299,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $3.5 per additional hour"
227,UNC,104 Ridge Rd,Chapel Hill,NC,27514,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9060678,-79.0456786,2020-06-17 0:00:00,63303,,J1772,,$0.75 per hour
228,UNC,Cardinal Deck Skywalk,Chapel Hill,NC,27514,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9033304,-79.0524485,2020-06-17 0:00:00,63335,,J1772,,$0.75 per hour
229,Appalachian State University - Rivers Street Parking Deck,461 Rivers St,Boone,NC,28608,828-262-2878,Public,Garage business hours,,1,,1,Non-Networked,200-8,36.212469,-81.680442,2019-10-04 0:00:00,63368,2013-06-01 0:00:00,J1772,PARKING_GARAGE,Free
230,BMW OF COLUMBIA,5919 Two Notch Rd,Columbia,SC,29223,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.0545667,-80.9775712,2020-06-17 0:00:00,63637,,J1772,,Free
231,RTP,62 T W Alexander Drive,Durham,NC,27703,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9198422,-78.8779099,2020-06-17 0:00:00,63766,,J1772,,$1 per hour
232,Palmetto Ford Lincoln,1625 Savannah Hwy,Charleston,SC,29407,843-571-3673,Public - Call ahead,Dealership business hours,,2,,2,Non-Networked,200-9,32.783919,-80.00975,2019-02-06 0:00:00,63885,2013-02-01 0:00:00,J1772,CAR_DEALER,$5 per session
233,CrossRoads Ford,1660 Piney Plains Rd,Cary,NC,27518,919-460-5620,Public - Call ahead,Dealership business hours,1,,,1,Non-Networked,200-9,35.757603,-78.749721,2019-02-06 0:00:00,64385,2014-10-01 0:00:00,NEMA520,CAR_DEALER,Free
234,Gaston Courthouse Community Center,131 N Gaston St,Dallas,NC,28034,704-922-3176,Public,24 hours daily,,4,,4,Non-Networked,200-9,35.316002,-81.176575,2019-10-04 0:00:00,64399,2014-10-15 0:00:00,J1772,MUNI_GOV,Free
235,North Carolina State University - Keystone Science Center,1791 Varsity Dr,Raleigh,NC,27606,919-513-3334,Public,24 hours daily; see FREEDM Reception desk for parking permit,,2,1,3,Non-Networked,200-9,35.774673,-78.677792,2019-10-04 0:00:00,64755,2011-10-31 0:00:00,CHADEMO J1772,COLLEGE_CAMPUS,Free
236,BMW,1155 Hwy 101 S,Greer,SC,29651,888-758-4389,Public,24 hours daily,,4,1,5,ChargePoint Network,200-8,34.903751,-82.177873,2020-06-17 0:00:00,65364,,J1772 J1772COMBO,,Free
237,BMW,1400 Hwy 101 S,Greer,SC,29651,888-758-4389,Public,24 hours daily,,8,1,9,ChargePoint Network,200-9,34.89742,-82.16554,2020-06-17 0:00:00,65365,,J1772 J1772COMBO,,Free
238,Dumpster Depot,237 Park Ave SW,Aiken,SC,29801,803-644-6004,Public,24 hours daily,,2,,2,Non-Networked,200-9,33.558881,-81.723106,2019-07-09 0:00:00,65407,2015-01-01 0:00:00,J1772,OFFICE_BLDG,Free
239,CLT AIRPORT,5501 R C Josh Birmingham Pkwy,Charlotte,NC,28208,888-758-4389,Public,24 hours daily,,18,,18,ChargePoint Network,200-9,35.220714,-80.944417,2020-06-17 0:00:00,65505,,J1772,,$5 per session
240,Ingles Market,2130 E Main St,Lincolnton,NC,28092,704-735-2398,Public,24 hours daily,,1,,1,Non-Networked,200-9,35.478123,-81.221638,2020-05-06 0:00:00,65509,2014-09-01 0:00:00,J1772,GROCERY,Free
241,Sunshine Chevrolet,100 Thunderland Cir,Arden,NC,28704,,Public,24 hours daily,,2,,2,Non-Networked,200-9,35.480846,-82.564542,2019-10-04 0:00:00,65512,2014-10-01 0:00:00,J1772,CAR_DEALER,Free
242,Mills Rentals Office,120 Purefoy Rd,Chapel Hill,NC,27514,919-967-0045,Public - Card key at all times,24 hours daily; Key card required; Also accepts prepaid card,,1,,1,Non-Networked,200-9,35.897388,-79.052478,2019-10-04 0:00:00,65520,2015-01-01 0:00:00,J1772,STREET_PARKING,$1.50 per hour
243,Piedmont Triad Regional Council,1398 Carrollton Crossing Dr,Kernsersville,NC,27284,336-904-0300,Public,8:30am-5pm M-F,,1,,1,OpConnect,GPS,36.079558,-80.064636,2019-05-09 0:00:00,65924,2015-01-01 0:00:00,J1772,MUNI_GOV,$2.10 per hour
244,STATION,515 Calhoun Drive,Clemson,SC,29634,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.6773549,-82.840203,2020-06-17 0:00:00,66357,,J1772,,Free
245,Ingles Market,915 Merrimon Ave,Asheville,NC,28804,828-253-1326,Public,24 hours daily,,3,,3,Non-Networked,200-8,35.62983,-82.552775,2019-10-04 0:00:00,66409,2014-11-01 0:00:00,J1772,GROCERY,Free
246,BSMG,Julian Carr St,Durham,NC,27701,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9926581,-78.9059994,2020-06-17 0:00:00,66697,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $3.5 per additional hour"
247,STATION,412 Cherry Road,Clemson,SC,29631,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.6718021,-82.834558,2020-06-17 0:00:00,66764,,J1772,,Free
248,STATION #1,800 Brevard Rd,Asheville,NC,28806,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,35.5293,-82.604791,2020-06-17 0:00:00,66793,,J1772,,Free
249,Concord Regional Airport - Hourly Parking Lot,9000 Aviation Blvd,Concord,NC,28027,704-920-5900,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.385521,-80.712971,2020-03-03 0:00:00,67127,2015-01-01 0:00:00,J1772,AIRPORT,Free
250,MEBANE,4000 Arrowhead Blvd,Mebane,NC,27302,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-8,36.074317,-79.268452,2020-06-17 0:00:00,67172,,J1772,,Free
251,HILTON HEAD,1256 Fording Island Rd,Bluffton,SC,29910,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,200-8,32.2469853,-80.8330436,2020-06-17 0:00:00,67326,,J1772,,Free
252,HILTON HEAD,1414 Fording Island Rd,Bluffton,SC,29910,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-8,32.240791,-80.819789,2020-06-17 0:00:00,67327,,J1772,,Free
253,TANGERMBHWY501,4620 Factory Stores Blvd,Myrtle Beach,SC,29579,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,33.750666,-78.957168,2020-06-17 0:00:00,67659,,J1772,,Free
254,N CHARLESTON,4840 Tanger Outlet Blvd,North Charleston,SC,29418,888-758-4389,Public,24 hours daily,,8,,8,ChargePoint Network,200-8,32.872876,-80.016437,2020-06-17 0:00:00,67663,,J1772,,Free
255,KINGS RD,10831 Kings Rd,Myrtle Beach,SC,29572,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-8,33.783276,-78.770603,2020-06-17 0:00:00,67667,,J1772,,Free
256,Beach Ready Auto,8863 Caratoke Hwy,Point Harbor,NC,27964,252-489-4891,Public,24 hours daily,,1,,1,Non-Networked,200-9,36.093125,-75.808695,2019-10-04 0:00:00,68269,2015-06-29 0:00:00,J1772,AUTO_REPAIR,Free
257,Publix #1442,11222 Providence Rd W,Charlotte,NC,28277,704-716-2344,Public,Store business hours; for customer use only,,1,,1,Non-Networked,GPS,35.0435,-80.84951,2020-02-06 0:00:00,68383,2014-02-26 0:00:00,J1772,GROCERY,Free
258,Publix #1453,2222 South Blvd,Charlotte,NC,28203,704-373-2122,Public,Store business hours; for customer use only,,1,,1,Non-Networked,GPS,35.208237,-80.86254,2020-02-06 0:00:00,68384,2015-04-18 0:00:00,J1772,GROCERY,Free
259,City of Greenville - Riverplace Garage,300 River St,Greenville,SC,29601,864-467-4900,Public,24 hours daily,,2,,2,Non-Networked,200-9,34.84724,-82.402911,2019-08-08 0:00:00,68597,2015-01-01 0:00:00,J1772,PAY_GARAGE,Free
260,City of Greenville - River Street Garage,414 River St,Greenville,SC,29601,864-467-4900,Public,24 hours daily,,1,,1,Non-Networked,200-9,34.84879,-82.402143,2019-08-08 0:00:00,68598,2018-06-01 0:00:00,J1772,PAY_GARAGE,Free
261,ASBURYVILLAGE,814 Handsworth Ln,Raleigh,NC,27607,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7950271,-78.7381743,2020-06-17 0:00:00,68827,,J1772,,Free
262,EC STATION,7100 S Croatan Hwy,Nags Head,NC,27959,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.913597,-75.60263,2020-06-17 0:00:00,69213,,J1772,,Free
263,BMW,400-462 N Jones Rd,Greer,SC,29651,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.8896759,-82.1748346,2020-06-17 0:00:00,69954,,J1772,,Free
264,BMW,N Jones Rd,Greer,SC,29651,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.8897243,-82.1749526,2020-06-17 0:00:00,69955,,J1772,,Free
265,VRF,8430 Rea Rd,Charlotte,NC,28277,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.0533181,-80.8121696,2020-06-17 0:00:00,70594,,J1772,,$1 per hour
266,Greene Street Parking Deck,211 S Greene St,Greensboro,NC,27401,855-885-9571,Public,Garage business hours,,1,,1,OpConnect,200-8,36.070934,-79.791617,2019-05-09 0:00:00,71495,2015-09-01 0:00:00,J1772,PARKING_GARAGE,$2.10 per hour
267,FPWC,2214 Tar Kiln Dr Lake Rim Park,Fayetteville,NC,28304,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.028946,-79.0444841,2020-06-17 0:00:00,71807,,J1772,,Free
268,FPWC,Cape Fear River Trail,Fayetteville,NC,28301,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.087778,-78.870909,2020-06-17 0:00:00,71808,,J1772,,Free
269,FPWC,352-498 Devers St Honeycutt Park,Fayetteville,NC,28303,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.069194,-78.9220797,2020-06-17 0:00:00,71809,,J1772,,Free
270,162781G01001010000,101  Dry Ave,Cary,NC,27511,855-443-3873,Public,24 hours daily,,1,,1,GE WattStation,GPS,35.782687,-78.781277,2020-05-15 0:00:00,72672,,J1772,,Free
271,162781G01001020000,101  Dry Ave,Cary,NC,27511,855-443-3873,Public,24 hours daily,,1,,1,GE WattStation,GPS,35.78292,-78.7811908,2020-05-15 0:00:00,72689,,J1772,,Free
272,GE WattStation,1011  E North 1st St,Seneca,SC,29678,855-443-3873,Public,24 hours daily,,1,,1,GE WattStation,GPS,34.6981114,-82.93984,2020-05-15 0:00:00,72891,,J1772,,"$1.75 per hour, first 5 minutes free, minimum payment of $0.50"
273,GE WattStation,1011  E North 1st St,Seneca,SC,29678,855-443-3873,Public,24 hours daily,,1,,1,GE WattStation,GPS,34.6981114,-82.939909,2020-05-15 0:00:00,72903,,J1772,,"$5.00 per session, first 5 minutes free, minimum payment of $0.50"
274,GE-Cary WattStation 2,2000  Centregreen Way,Cary,NC,27513,855-443-3873,Public,24 hours daily,,1,,1,GE WattStation,GPS,35.8258283,-78.7977763,2020-05-15 0:00:00,72941,,J1772,,Free
275,UNC,290-296 Manning Dr,Chapel Hill,NC,27514,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9025714,-79.0477124,2020-06-17 0:00:00,73277,,J1772,,$0.75 per hour
276,Piedmont Triad International Airport,1000 A Ted Johnson Pkwy,Greensboro,NC,27409,336-665-5631,Public,24 hours daily,4,,,4,Non-Networked,GPS,36.105313,-79.938316,2019-10-04 0:00:00,73468,2016-01-01 0:00:00,J1772,AIRPORT,Free
277,"CHARLOTTE, NC",10300 Compass St,Huntersville,NC,28078,888-758-4389,Public,24 hours daily,,3,,3,ChargePoint Network,200-9,35.413668,-80.857576,2020-06-17 0:00:00,73502,,J1772,,Free
278,"CHARLOTTE, NC",1428 South Blvd,Charlotte,NC,28203,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.2153857,-80.8537544,2020-06-17 0:00:00,73525,,J1772,,Free
279,"CHARLOTTE, NC",1424-1436 South Blvd,Charlotte,NC,28203,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.2153374,-80.8539177,2020-06-17 0:00:00,73527,,J1772,,Free
280,Love Auto Group,1255 Knox Abbott Dr,Columbia,SC,29033,803-407-4800,Public,24 hours daily,,2,,2,Non-Networked,200-9,33.978268,-81.070873,2019-02-06 0:00:00,74090,2016-03-01 0:00:00,J1772,CAR_DEALER,Free
281,HALIFAXCNTYCVB,260 Premier Blvd,Roanoke Rapids,NC,27870,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.4269817,-77.6313574,2020-06-17 0:00:00,74559,,J1772,,Free
282,HAVANA PHIL'S,1628 Battleground Ave,Greensboro,NC,27408,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,36.090729,-79.811402,2020-06-17 0:00:00,74910,,J1772,,Free
283,Rider Transit System,3600 S Ridge Ave,Concord,NC,28027,704-920-5431,Public,8am-5pm M-F,,1,,1,Non-Networked,200-8,35.442484,-80.609688,2019-10-04 0:00:00,75480,2015-01-01 0:00:00,J1772,PARKING_LOT,Free
284,City of Concord - Parking Deck,35 Cabarrus Ave W,Concord,NC,28026,704-920-5431,Public,24 hours daily,,2,,2,Non-Networked,200-8,35.409825,-80.582282,2019-10-04 0:00:00,75481,2015-01-15 0:00:00,J1772,MUNI_GOV,Free
285,BEMC,44 E 1st St,Ocean Isle Beach,NC,28469,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,33.8882577,-78.4328091,2020-06-17 0:00:00,75527,,J1772,,"Pricing is based on length of time and kWh used. $0 per hour, and $3.5 per additional hour, $0.14 per kWh"
286,HNA MAIN,1 Parkway S,Greenville,SC,29615,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.861213,-82.2574054,2020-06-17 0:00:00,75925,,J1772,,Free
287,STATION,720 McMillan Rd,Clemson,SC,29631,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.6753986,-82.831241,2020-06-17 0:00:00,76285,,J1772,,Free
288,Sweet Retreat Orchard,2925 Frank Perry Rd,Hillsborough,NC,27278,919-973-5536,Public - Call ahead,24 hours daily,,1,,1,Non-Networked,GPS,36.103194,-79.134278,2019-10-04 0:00:00,76426,2016-06-01 0:00:00,J1772,OTHER,Free
289,SOLIS DILWORTH,1010 Kenilworth Ave,Charlotte,NC,28204,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2084586,-80.8401334,2020-06-17 0:00:00,76525,,J1772,,Free
290,HALIFAXCNTYCVB,111 Carolina Crossroads Pkwy,Roanoke Rapids,NC,27870,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.3988611,-77.6408461,2020-06-17 0:00:00,76532,,J1772,,Free
291,HALIFAXCNTYCVB,85 Hampton Blvd,Roanoke Rapids,NC,27870,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.4327131,-77.6307859,2020-06-17 0:00:00,76533,,J1772,,Free
292,Caromont Regional Medical Center,2525 Court Dr,Gastonia,NC,28054,704-834-2000,Public,24 hours daily,,,1,1,Non-Networked,GPS,35.27153,-81.141587,2020-03-03 0:00:00,76881,2014-08-01 0:00:00,CHADEMO,HOSPITAL,Free
293,BEMC,101-109 Jordan Blvd,Holden Beach,NC,28462,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,33.9143471,-78.2673137,2020-06-17 0:00:00,76930,,J1772,,"Pricing is based on length of time and kWh used. $0 per hour, and $3.5 per additional hour, $0.14 per kWh"
294,"CHARLOTTE, NC",101 N Tryon St,Charlotte,NC,28246,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.2279466,-80.8431837,2020-06-17 0:00:00,78302,,J1772,,Free
295,"CHARLOTTE, NC",501 S Tryon St,Charlotte,NC,28202,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,200-9,35.224011,-80.8476468,2020-06-17 0:00:00,78303,,J1772,,Free
296,"CHARLOTTE, NC",9512 South Blvd,Charlotte,NC,28273,888-758-4389,Public,24 hours daily,,5,,5,ChargePoint Network,200-9,35.106997,-80.882752,2020-06-17 0:00:00,78305,,J1772,,Free
297,"CHARLOTTE, NC",600-698 East 5th Street,Charlotte,NC,28202,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2244982,-80.8376233,2020-06-17 0:00:00,78355,,J1772,,Free
298,BERNCHARGE,1839 Morganton Blvd SW,Lenoir,NC,28645,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.8968866,-81.5583208,2020-06-17 0:00:00,78873,,J1772,,Free
299,Clemson University - International Center for Automotive Research,5 Research Dr,Greenville,SC,29607,864-283-7100,Public,Garage business hours,,1,1,2,Non-Networked,200-9,34.814288,-82.326987,2019-12-12 0:00:00,78914,2015-06-01 0:00:00,CHADEMO J1772 J1772COMBO,COLLEGE_CAMPUS,Free
300,ABBERLYCROSSING,9698 Patriot Blvd,Ladson,SC,29456,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,32.9555002,-80.1166353,2020-06-17 0:00:00,79156,,J1772,,Free
301,AVL TECH PARK,15 N Merrimon Ave,Asheville,NC,28801,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.6397768,-82.5758488,2020-06-17 0:00:00,79380,,J1772,,Free
302,VW CHARGER,660 Huffman Mill Rd,Burlington,NC,27215,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0725166,-79.4920554,2020-06-17 0:00:00,79960,,J1772,,Free
303,STATION,Delta Epsilon Ct,Clemson,SC,29631,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.6767721,-82.8358412,2020-06-17 0:00:00,79987,,J1772,,Free
304,616,616 Oberlin Rd,Raleigh,NC,27605,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7930757,-78.6619258,2020-06-17 0:00:00,80020,,J1772,,Free
305,DEVON FOUR25,425 N Boylan Ave,Raleigh,NC,27603,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7863581,-78.6498506,2020-06-17 0:00:00,80023,,J1772,,Free
306,HARRIS TEETER,4821 Berwick Town Center Dr,Charlotte,NC,28278,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.1609571,-80.9734792,2020-06-17 0:00:00,80109,,J1772,,Free
307,DUKEPTS,302 Science Drive Science Drive Garage,Durham,NC,27708,888-758-4389,Public,24 hours daily,,12,,12,ChargePoint Network,GPS,35.9961304,-78.9474211,2020-06-17 0:00:00,80187,,J1772,,$0.75 per hour
308,DUKEPTS,Thomas Center Dr Science Drive Garage,Durham,NC,27708,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9962676,-78.9472186,2020-06-17 0:00:00,80188,,J1772,,$0.75 per hour
309,LANTOWER WAVERL,11809 Providence Rd,Charlotte,NC,28277,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,200-8,35.0506418,-80.7660689,2020-06-17 0:00:00,80325,,J1772,,Free
310,New Belgium Brewery,21 Craven St,Asheville,NC,28806,828-333-6900,Public,24 hours daily; employee chargers available to public after 5pm or by appointment,,6,,6,Non-Networked,200-9,35.586702,-82.570643,2019-12-12 0:00:00,80421,2016-12-15 0:00:00,J1772,BREWERY_DISTILLERY_WINERY,Free
311,BMW FACILITIES,199 Tungsten Blvd,Greer,SC,29651,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,34.8933801,-82.1949616,2020-06-17 0:00:00,80486,,J1772,,Free
312,BMW,State Rd S-42-9927,Greer,SC,29651,888-758-4389,Public,24 hours daily,,10,,10,ChargePoint Network,GPS,34.8918737,-82.1656239,2020-06-17 0:00:00,80853,,J1772,,Free
313,FDTC,2715 W. Lucas St.,Florence,SC,29501,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,34.2481311,-79.8096334,2020-06-17 0:00:00,80888,,J1772,,Free
314,Ingles Market,867 Brevard Rd,Asheville,NC,28806,828-665-0787,Public,24 hours daily,,4,,4,Non-Networked,GPS,35.530128,-82.606464,2020-04-08 0:00:00,81000,2017-01-01 0:00:00,J1772,GROCERY,Free
315,Ingles Market,201 Barber Blvd,Waynesville,NC,28786,828-456-7599,Public,24 hours daily,,4,,4,Non-Networked,GPS,35.504331,-82.987681,2020-04-08 0:00:00,81001,2017-01-01 0:00:00,J1772,GROCERY,Free
316,Publix #1475,34 Miller St,Winston-Salem,NC,27104,336-724-3707,Public,Store business hours; for customer use only,,1,,1,Non-Networked,GPS,36.095707,-80.27617,2020-02-06 0:00:00,81084,2016-05-11 0:00:00,J1772,GROCERY,Free
317,BMW OF COLUMBIA,240 Killian Commons Pkwy,Columbia,SC,29203,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.1264848,-80.9603964,2020-06-17 0:00:00,81423,,J1772,,Free
318,LENOIR CHARGE,107 Boundary St SW,Lenoir,NC,28645,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9129122,-81.540631,2020-06-17 0:00:00,81493,,J1772,,Free
319,DOWNTOWN WILSON,207 Green St NE,Wilson,NC,27893,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.7279906,-77.9120191,2020-06-17 0:00:00,81753,,J1772,,Free
320,DOWNTOWN WILSON,207 Tarboro St W,Wilson,NC,27893,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.7244287,-77.9127084,2020-06-17 0:00:00,81754,,J1772,,Free
321,DOWNTOWN WILSON,113 Lodge St E,Wilson,NC,27893,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.7237721,-77.907757,2020-06-17 0:00:00,81755,,J1772,,Free
322,DOWNTOWN WILSON,212 Green St E,Wilson,NC,27893,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.7249616,-77.9089326,2020-06-17 0:00:00,81756,,J1772,,Free
323,DUKEPTS,304 Research Dr,Durham,NC,27710,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0070201,-78.9412623,2020-06-17 0:00:00,81839,,J1772,,$0.75 per hour
324,VISITOR CENTER,7 McDonald Ave Visitors Center Parking Lot,Hamlet,NC,28345,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.8835144,-79.6999202,2020-06-17 0:00:00,82088,,J1772,,Free
325,VISITOR CENTER,2 West Main Street Visitors Center Parking Lot,Hamlet,NC,28345,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,34.8834264,-79.6999524,2020-06-17 0:00:00,82089,,J1772,,Free
326,INTOWN SUITES,7870 Commons Park Cir NW,Concord,NC,28027,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.3719738,-80.709108,2020-06-17 0:00:00,82104,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $2.5 per additional hour"
327,GASTONIA,1555 E Garrison Blvd,Gastonia,NC,28054,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2521075,-81.157763,2020-06-17 0:00:00,82191,,J1772,,Free
328,Maggie Valley - Town Hall,3987 Soco Rd,Maggie Valley,NC,28751,828-926-0866,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.517156,-83.09442,2019-10-04 0:00:00,82222,2017-04-01 0:00:00,J1772,MUNI_GOV,Free
329,STATE PARKING,120 W Edenton St,Raleigh,NC,27603,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7815102,-78.6411604,2020-06-17 0:00:00,82284,,J1772,,$1 per hour
330,STATE PARKING,121 W Jones St,Raleigh,NC,27601,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7825234,-78.6410106,2020-06-17 0:00:00,82285,,J1772,,$1 per hour
331,DEP GRANT,750 E Booker Dairy Rd SRAC,Smithfield,NC,27577,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.530169,-78.3284104,2020-06-17 0:00:00,82487,,J1772,,$1 per hour
